param,ours,ours-HT,ours-HT-HD,ours-HT-HD-R
0.0,214.62630208333334,214.63932291666666,214.75911458333334,284.7252604166667
0.5,215.47786458333334,215.44010416666666,215.39453125,284.6822916666667
1.0,213.37630208333334,213.28776041666666,213.31119791666666,281.0690104166667
1.5,214.45182291666666,214.41145833333334,214.375,280.9205729166667
2.0,218.45052083333334,218.32682291666666,218.40494791666666,283.34375
2.5,222.80859375,222.8046875,222.89973958333334,285.30859375
4.0,8796093022208.0,8796093022208.0,8796093022208.0,8796093022208.0
