param,ours,ours-HT,ours-HT-HD,ours-HT-HD-R
3,9223372036854776.0,6148914691236643.0,9223372036854776.0,9223372036854776.0
5,248.99466666666666,116.00933333333333,121.53766666666667,162.24533333333335
25,7.859333333333333,5.166666666666667,5.387333333333333,8.632
50,2.3313333333333337,2.0646666666666667,2.036,3.6983333333333337
75,0.8116666666666666,0.8033333333333333,0.8683333333333334,1.55
95,0.249,0.2803333333333333,0.256,0.4466666666666667
