param,ours,ours-HT,ours-HT-HD,ours-HT-HD-R
0.0,2.2243333333333335,2.322,2.268,3.0666666666666664
0.5,2.3313333333333337,2.0646666666666667,2.036,3.6983333333333337
1.0,3.2333333333333334,2.9676666666666667,2.849,4.725666666666667
1.5,7.248,4.523333333333333,4.848333333333333,6.137666666666667
2.0,28.06,20.36,19.594,21.661
2.5,71.918,72.838,70.95866666666667,66.91966666666667
4.0,9223372036854776.0,9223372036854776.0,9223372036854776.0,9223372036854776.0
