param,ours,ours-HT,ours-HT-HD,ours-HT-HD-R
3,8796093022208.0,5864062014994.613,8796093022208.0,8796093022208.0
5,396.4427083333333,396.1666666666667,396.4557291666667,398.015625
25,269.7643229166667,269.80078125,269.80078125,325.1080729166667
50,215.47786458333334,215.44010416666666,215.39453125,284.6822916666667
75,168.18489583333334,168.17838541666666,168.265625,251.9921875
95,132.28645833333334,132.05989583333334,132.16276041666666,222.43619791666666
