param,ours,ours-mono,ours-PK,baseline
5,253.08266666666665,384.1363333333333,222.33533333333335,9223372036854776.0
25,10.013666666666666,21.096333333333334,6.831666666666667,9223372036854776.0
50,3.053,8.303666666666667,2.1823333333333337,9223372036854776.0
75,1.1043333333333332,2.7493333333333334,0.6513333333333333,9223372036854776.0
95,0.20366666666666666,0.616,0.17566666666666667,9.934333333333335
