param,ours,ours-mono,ours-PK,baseline
0.0,2.5043333333333333,7.867666666666667,2.2703333333333333,9223372036854776.0
0.5,3.053,8.303666666666667,2.1823333333333337,9223372036854776.0
1.0,3.9363333333333337,8.727333333333334,2.7753333333333337,9223372036854776.0
1.5,14.740666666666666,14.166333333333334,8.755666666666666,9223372036854776.0
2.0,70.60733333333333,33.08733333333333,64.189,9223372036854776.0
2.5,142.09466666666665,60.38733333333334,3074457345618374.5,9223372036854776.0
