param,ours,ours-mono,ours-PK,baseline
5,351.2513020833333,466.2317708333333,351.73828125,8796093022208.0
25,221.5390625,371.546875,221.44401041666666,8796093022208.0
50,167.59244791666666,267.6263020833333,167.24869791666666,8796093022208.0
75,120.24088541666667,164.87630208333334,120.2578125,8796093022208.0
95,84.33723958333333,66.0390625,84.11588541666667,83.24348958333333
