param,ours,ours-mono,ours-PK,PK-reduce-kg-enhance-pc,PK-wo-reduce-kg-enhance-pc,baseline
0.0,166.89322916666666,267.0052083333333,166.93489583333334,284.203125,214.33333333333334,8796093022208.0
0.5,167.59244791666666,267.6263020833333,167.24869791666666,284.4700520833333,215.02604166666666,8796093022208.0
1.0,165.55338541666666,264.3828125,165.390625,280.3059895833333,212.95052083333334,8796093022208.0
1.5,167.109375,271.0520833333333,166.48567708333334,280.5169270833333,214.08072916666666,8796093022208.0
2.0,174.80078125,281.6809895833333,170.70572916666666,283.1106770833333,218.26432291666666,8796093022208.0
2.5,189.41666666666666,291.9817708333333,2932031007518.858,285.0768229166667,222.578125,8796093022208.0
