param,ours,ours-mono,ours-PK,PK-reduce-kg-enhance-pc,PK-wo-reduce-kg-enhance-pc,baseline
5,32.7578125,32.779947916666664,32.708333333333336,65.9609375,44.31640625,45.856770833333336
10,66.453125,81.2109375,66.37109375,130.1328125,90.06510416666667,133.40364583333334
15,113.03255208333333,169.71223958333334,112.90885416666667,203.36328125,148.55338541666666,8796093022208.0
20,167.59244791666666,267.6263020833333,167.24869791666666,284.4700520833333,215.02604166666666,8796093022208.0
25,239.53776041666666,414.75,239.34375,376.3203125,298.890625,8796093022208.0
30,311.4479166666667,551.2994791666666,311.43359375,469.2877604166667,382.7096354166667,8796093022208.0
