param,ours,ours-mono,ours-PK,PK-reduce-kg-enhance-pc,PK-wo-reduce-kg-enhance-pc,baseline
10,17.225260416666668,14.88671875,17.225260416666668,30.615885416666668,21.498697916666668,17.18359375
20,27.50390625,26.080729166666668,27.384114583333332,54.34375,36.58203125,34.970052083333336
30,39.138020833333336,40.901041666666664,38.907552083333336,78.69791666666667,53.135416666666664,60.411458333333336
40,51.854166666666664,58.571614583333336,51.877604166666664,103.78385416666667,70.66927083333333,91.93098958333333
50,67.41536458333333,82.69270833333333,67.33203125,130.99088541666666,91.00520833333333,136.15625
100,167.59244791666666,267.6263020833333,167.24869791666666,284.4700520833333,215.02604166666666,8796093022208.0
150,310.3502604166667,551.921875,310.1536458333333,468.75,381.6796875,8796093022208.0
200,497.8528645833333,935.54296875,497.70703125,691.3880208333334,592.9453125,8796093022208.0
250,708.80078125,1429.4635416666667,708.8268229166666,924.6432291666666,827.7434895833334,8796093022208.0
