param,ours,ours-mono,ours-PK,PK-reduce-kg-enhance-pc,PK-wo-reduce-kg-enhance-pc,baseline
0.0,2.5043333333333333,7.867666666666667,2.2703333333333333,2.3946666666666667,2.001666666666667,9223372036854776.0
0.5,3.053,8.303666666666667,2.1823333333333337,2.6973333333333334,2.1856666666666666,9223372036854776.0
1.0,3.9363333333333337,8.727333333333334,2.7753333333333337,3.6363333333333334,2.9293333333333336,9223372036854776.0
1.5,14.740666666666666,14.166333333333334,8.755666666666666,6.622,6.628,9223372036854776.0
2.0,70.60733333333333,33.08733333333333,64.189,26.152,25.66466666666667,9223372036854776.0
2.5,142.09466666666665,60.38733333333334,3074457345618374.5,68.16366666666667,73.38633333333333,9223372036854776.0
