param,ours,ours-mono,ours-PK,PK-reduce-kg-enhance-pc,PK-wo-reduce-kg-enhance-pc,baseline
5,0.092,0.13833333333333334,0.06566666666666666,0.12866666666666665,0.06966666666666667,3.5696666666666665
10,0.4166666666666667,0.9416666666666667,0.3506666666666667,0.4953333333333333,0.4013333333333333,114.39166666666667
15,1.2033333333333334,2.6193333333333335,0.9206666666666666,1.3363333333333332,1.0153333333333334,9223372036854776.0
20,3.053,8.303666666666667,2.1823333333333337,2.6973333333333334,2.1856666666666666,9223372036854776.0
25,4.424666666666667,13.238666666666665,3.479,4.094333333333333,3.53,9223372036854776.0
30,6.982666666666667,22.261,6.014,6.842,6.182666666666667,9223372036854776.0
