param,ours,baseline-pruning,baseline
5,363.3606770833333,8796093022208.0,8796093022208.0
25,245.3984375,382.4596354166667,8796093022208.0
50,194.01692708333334,269.8515625,8796093022208.0
75,157.94401041666666,174.46614583333334,8796093022208.0
95,128.20963541666666,66.46484375,83.26041666666667
