param,ours,baseline-pruning,baseline
2000,2.3376666666666663,16.149333333333335,9223372036854776.0
4000,1.1853333333333333,6.315666666666667,9223372036854776.0
6000,0.8906666666666666,5.028333333333333,9223372036854776.0
8000,0.694,3.4136666666666664,9223372036854776.0
10000,0.5706666666666667,3.0323333333333333,9223372036854776.0
