param,ours,baseline
5,253.08266666666665,9223372036854776.0
25,10.013666666666666,9223372036854776.0
50,3.053,9223372036854776.0
75,1.1043333333333332,9223372036854776.0
95,0.20366666666666666,9.934333333333335
