param,baseline,ours
10,0.10333333333333333,0.027
20,1.7113333333333332,0.10366666666666667
30,12.643666666666666,0.18333333333333335
40,43.86866666666666,0.33166666666666667
50,149.927,0.516
100,9223372036854776.0,2.4523333333333337
150,9223372036854776.0,5.9223333333333334
200,9223372036854776.0,11.864333333333335
250,9223372036854776.0,18.368333333333332
