param,reduce-kg,no-reduce
0.0,284.1640625,214.44010416666666
0.5,284.5260416666667,214.9453125
1.0,280.4205729166667,213.10026041666666
1.5,280.4361979166667,214.11197916666666
2.0,283.03125,218.14453125
2.5,284.9908854166667,222.53645833333334
4.0,8796093022208.0,8796093022208.0
