param,reduce-kg,no-reduce
3,8796093022208.0,8796093022208.0
5,397.9270833333333,396.1119791666667
25,324.4153645833333,269.1041666666667
50,284.5260416666667,214.9453125
75,251.7265625,167.9375
95,222.1328125,131.89713541666666
