param,ours,ours-mono
5,0.09233333333333332,0.18466666666666665
10,0.48833333333333334,1.0236666666666667
15,1.275,2.6393333333333335
20,3.3186666666666667,8.269
25,4.834333333333333,14.228
30,7.163333333333333,22.28833333333333
