param,ours,ours-mono
10,0.023,0.028
20,0.11266666666666666,0.10466666666666667
30,0.17666666666666667,0.271
40,0.33366666666666667,0.6
50,0.5526666666666666,0.981
100,3.3186666666666667,8.269
150,8.135,21.546666666666667
200,16.339,53.60966666666666
250,27.29433333333333,76.17966666666668
