param,ours,ours-mono
0.0,2.7883333333333336,8.101333333333333
0.5,3.3186666666666667,8.269
1.0,3.8913333333333333,8.616
1.5,15.363666666666665,14.244666666666665
2.0,72.943,33.42733333333334
