param,ours,ours-mono
10,0.021333333333333333,0.028
20,0.10566666666666667,0.12566666666666668
30,0.15533333333333335,0.25366666666666665
40,0.291,0.5836666666666667
50,0.44866666666666666,1.1106666666666667
100,3.053,8.303666666666667
150,7.621333333333333,21.101
200,16.012666666666664,52.699333333333335
250,26.676333333333332,76.24533333333333
